GENOA	GENOA	NNP	REPORT	LOCATION	O
inartistic	inartistic	JJ	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
and	and	CC	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
artificial	artificial	JJ	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
.	.	.	REPORT	ARGUMENTATIVE	O

Among	among	IN	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
many	many	JJ	REPORT	ARGUMENTATIVE	O
shockingly	shockingly	RB	REPORT	ARGUMENTATIVE	O
realistic	realistic	JJ	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
inappropriate	inappropriate	JJ	REPORT	ARGUMENTATIVE	O
monuments	monument	NNS	REPORT	ARGUMENTATIVE	O
we	we	PRP	REPORT	ARGUMENTATIVE	O
found	find	VBD	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
a	a	DT	REPORT	ARGUMENTATIVE	O
few	few	JJ	REPORT	ARGUMENTATIVE	O
simple	simple	JJ	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
beautiful	beautiful	JJ	REPORT	ARGUMENTATIVE	O
statues	statue	NNS	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
low	low	JJ	REPORT	ARGUMENTATIVE	O
reliefs	relief	NNS	REPORT	ARGUMENTATIVE	O
.	.	.	REPORT	ARGUMENTATIVE	O

You	you	PRP	REPORT	OTHER	O
remember	remember	VBP	REPORT	OTHER	B-EVENT_MENTION
how	how	WRB	REPORT	OTHER	O
many	many	JJ	REPORT	OTHER	O
of	of	IN	REPORT	OTHER	O
the	the	DT	REPORT	OTHER	O
monuments	monument	NNS	REPORT	OTHER	O
in	in	IN	REPORT	OTHER	O
Westminster	Westminster	NNP	REPORT	OTHER	O
Abbey	Abbey	NNP	REPORT	OTHER	O
are	be	VBP	REPORT	OTHER	B-EVENT_MENTION
in	in	IN	REPORT	OTHER	I-EVENT_MENTION
bad	bad	JJ	REPORT	OTHER	I-EVENT_MENTION
taste	taste	NN	REPORT	OTHER	I-EVENT_MENTION
and	and	CC	REPORT	OTHER	O
overweighted	overweight	VBN	REPORT	OTHER	B-EVENT_MENTION
with	with	IN	REPORT	OTHER	O
carved	carve	VBN	REPORT	OTHER	O
ornaments	ornament	NNS	REPORT	OTHER	O
;	;	:	REPORT	OTHER	O
the	the	DT	REPORT	ARGUMENTATIVE	O
majority	majority	NN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
these	these	DT	REPORT	ARGUMENTATIVE	O
are	be	VBP	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
not	not	RB	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
less	less	RBR	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
artistic	artistic	JJ	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
,	,	,	REPORT	ARGUMENTATIVE	O
but	but	CC	REPORT	ARGUMENTATIVE	O
one	one	CD	REPORT	ARGUMENTATIVE	O
has	have	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
a	a	DT	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
right	right	NN	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
to	to	TO	REPORT	ARGUMENTATIVE	O
expect	expect	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
more	more	JJR	REPORT	ARGUMENTATIVE	O
beauty	beauty	NN	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
grace	grace	NN	REPORT	ARGUMENTATIVE	O
in	in	IN	REPORT	ARGUMENTATIVE	O
Italy	Italy	NNP	REPORT	ARGUMENTATIVE	O
than	than	IN	REPORT	ARGUMENTATIVE	O
in	in	IN	REPORT	ARGUMENTATIVE	O
England	England	NNP	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
then	then	RB	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
grand	grand	JJ	REPORT	ARGUMENTATIVE	O
old	old	JJ	REPORT	ARGUMENTATIVE	O
abbey	abbey	NN	REPORT	ARGUMENTATIVE	O
lends	lend	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
a	a	DT	REPORT	ARGUMENTATIVE	O
certain	certain	JJ	REPORT	ARGUMENTATIVE	O
dignity	dignity	NN	REPORT	ARGUMENTATIVE	O
to	to	TO	REPORT	ARGUMENTATIVE	O
everything	everything	NN	REPORT	ARGUMENTATIVE	O
within	within	IN	REPORT	ARGUMENTATIVE	O
its	its	PRP$	REPORT	ARGUMENTATIVE	O
walls	wall	NNS	REPORT	ARGUMENTATIVE	O
.	.	.	REPORT	ARGUMENTATIVE	O

The	the	DT	REPORT	ARGUMENTATIVE	O
Campo	Campo	NNP	REPORT	ARGUMENTATIVE	O
Santo	Santo	NNP	REPORT	ARGUMENTATIVE	O
looks	look	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
more	more	RBR	REPORT	ARGUMENTATIVE	O
like	like	IN	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
picture-gallery	picture-gallery	NN	REPORT	ARGUMENTATIVE	O
than	than	IN	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
necropolis	necropolis	NN	REPORT	ARGUMENTATIVE	O
;	;	:	REPORT	ARGUMENTATIVE	O
but	but	CC	REPORT	OTHER	O
chacun	chacun	FW	REPORT	OTHER	O
à	à	FW	REPORT	OTHER	O
son	son	NN	REPORT	OTHER	O
goût	goût	NN	REPORT	OTHER	O
.	.	.	REPORT	OTHER	O

This	this	DT	REPORT	ARGUMENTATIVE	O
is	be	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
evidently	evidently	RB	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
goût	goût	NN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
Genoese	Genoese	NNP	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
name	name	NN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
their	they	PRP$	REPORT	ARGUMENTATIVE	O
cemetery	cemetery	NN	REPORT	ARGUMENTATIVE	O
is	be	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
so	so	RB	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
beautiful	beautiful	JJ	REPORT	ARGUMENTATIVE	I-EVENT_MENTION
that	that	IN	REPORT	ARGUMENTATIVE	O
I	I	PRP	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
for	for	IN	REPORT	ARGUMENTATIVE	O
one	one	CD	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
am	be	VBP	REPORT	ARGUMENTATIVE	O
inclined	incline	VBN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
to	to	TO	REPORT	ARGUMENTATIVE	O
overlook	overlook	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
lack	lack	NN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
of	of	IN	REPORT	ARGUMENTATIVE	O
taste	taste	NN	REPORT	ARGUMENTATIVE	O
in	in	IN	REPORT	ARGUMENTATIVE	O
other	other	JJ	REPORT	ARGUMENTATIVE	O
matters	matter	NNS	REPORT	ARGUMENTATIVE	O
.	.	.	REPORT	ARGUMENTATIVE	O

The	the	DT	REPORT	DESCRIPTIVE	O
tomb	tomb	NN	REPORT	DESCRIPTIVE	O
of	of	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
patriot	patriot	NN	REPORT	DESCRIPTIVE	O
Giuseppe	Giuseppe	NNP	REPORT	DESCRIPTIVE	O
Mazzini	Mazzini	NNP	REPORT	DESCRIPTIVE	O
is	be	VBZ	REPORT	DESCRIPTIVE	B-EVENT_MENTION
in	in	IN	REPORT	DESCRIPTIVE	O
this	this	DT	REPORT	DESCRIPTIVE	O
Campo	Campo	NNP	REPORT	DESCRIPTIVE	O
Santo	Santo	NNP	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
above	above	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
rotunda	rotunda	NN	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
over	over	IN	REPORT	DESCRIPTIVE	O
against	against	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
steep	steep	JJ	REPORT	DESCRIPTIVE	O
hillside	hillside	NN	REPORT	DESCRIPTIVE	O
.	.	.	REPORT	DESCRIPTIVE	O

It	it	PRP	REPORT	ARGUMENTATIVE	O
did	do	VBD	REPORT	ARGUMENTATIVE	O
not	not	RB	REPORT	ARGUMENTATIVE	O
impress	impress	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
us	we	PRP	REPORT	ARGUMENTATIVE	O
particularly	particularly	RB	REPORT	ARGUMENTATIVE	O
;	;	:	REPORT	ARGUMENTATIVE	O
but	but	CC	REPORT	NARRATIVE	O
we	we	PRP	REPORT	NARRATIVE	O
found	find	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
ourselves	ourselves	PRP	REPORT	NARRATIVE	O
turning	turn	VBG	REPORT	NARRATIVE	B-EVENT_MENTION
again	again	RB	REPORT	NARRATIVE	O
and	and	CC	REPORT	NARRATIVE	O
again	again	RB	REPORT	NARRATIVE	O
to	to	TO	REPORT	NARRATIVE	O
the	the	DT	REPORT	NARRATIVE	O
figure	figure	NN	REPORT	NARRATIVE	O
of	of	IN	REPORT	NARRATIVE	O
an	a	DT	REPORT	NARRATIVE	O
old	old	JJ	REPORT	NARRATIVE	O
woman	woman	NN	REPORT	NARRATIVE	O
in	in	IN	REPORT	NARRATIVE	O
a	a	DT	REPORT	NARRATIVE	O
fine	fine	JJ	REPORT	NARRATIVE	O
brocade	brocade	NN	REPORT	NARRATIVE	O
gown	gown	NN	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
with	with	IN	REPORT	NARRATIVE	O
a	a	DT	REPORT	NARRATIVE	O
ring	ring	NN	REPORT	NARRATIVE	O
of	of	IN	REPORT	NARRATIVE	O
bread	bread	NN	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
which	which	WDT	REPORT	NARRATIVE	O
here	here	RB	REPORT	NARRATIVE	O
they	they	PRP	REPORT	NARRATIVE	O
call	call	VBP	REPORT	NARRATIVE	B-EVENT_MENTION
pain	pain	NN	REPORT	NARRATIVE	O
de	de	FW	REPORT	NARRATIVE	O
la	la	FW	REPORT	NARRATIVE	O
couronne	couronne	FW	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
over	over	IN	REPORT	NARRATIVE	O
her	she	PRP$	REPORT	NARRATIVE	O
arm	arm	NN	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
what	what	WP	REPORT	ARGUMENTATIVE	O
seemed	seem	VBD	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
to	to	TO	REPORT	DESCRIPTIVE	O
be	be	VB	REPORT	DESCRIPTIVE	B-EVENT_MENTION
strings	string	NNS	REPORT	DESCRIPTIVE	I-EVENT_MENTION
of	of	IN	REPORT	DESCRIPTIVE	O
large	large	JJ	REPORT	DESCRIPTIVE	O
pearls	pearl	NNS	REPORT	DESCRIPTIVE	O
depending	depend	VBG	REPORT	DESCRIPTIVE	O
from	from	IN	REPORT	DESCRIPTIVE	O
her	she	PRP$	REPORT	DESCRIPTIVE	O
waist	waist	NN	REPORT	DESCRIPTIVE	O
.	.	.	REPORT	DESCRIPTIVE	O
"	''	''	REPORT	DESCRIPTIVE	O

It	it	PRP	REPORT	DESCRIPTIVE	O
is	be	VBZ	REPORT	DESCRIPTIVE	B-EVENT_MENTION
evidently	evidently	RB	REPORT	DESCRIPTIVE	I-EVENT_MENTION
the	the	DT	REPORT	DESCRIPTIVE	I-EVENT_MENTION
statue	statue	NN	REPORT	DESCRIPTIVE	I-EVENT_MENTION
of	of	IN	REPORT	DESCRIPTIVE	O
some	some	DT	REPORT	DESCRIPTIVE	O
great	great	JJ	REPORT	DESCRIPTIVE	O
lady	lady	NN	REPORT	DESCRIPTIVE	O
who	who	WP	REPORT	DESCRIPTIVE	O
sold	sell	VBD	REPORT	DESCRIPTIVE	B-EVENT_MENTION
her	she	PRP$	REPORT	DESCRIPTIVE	O
pearls	pearl	NNS	REPORT	DESCRIPTIVE	O
to	to	TO	REPORT	NARRATIVE	O
raise	raise	VB	REPORT	NARRATIVE	B-EVENT_MENTION
money	money	NN	REPORT	NARRATIVE	I-EVENT_MENTION
to	to	TO	REPORT	NARRATIVE	O
feed	feed	VB	REPORT	NARRATIVE	B-EVENT_MENTION
the	the	DT	REPORT	NARRATIVE	O
poor	poor	JJ	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
"	''	''	REPORT	NARRATIVE	O
said	say	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
Zelphine	Zelphine	NNP	REPORT	NARRATIVE	O
.	.	.	REPORT	NARRATIVE	O
"	''	''	REPORT	NARRATIVE	O
	
Here	here	RB	REPORT	DESCRIPTIVE	O
are	be	VBP	REPORT	DESCRIPTIVE	B-EVENT_MENTION
the	the	DT	REPORT	DESCRIPTIVE	O
pearls	pearl	NNS	REPORT	DESCRIPTIVE	O
,	,	,	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
she	she	PRP	REPORT	DESCRIPTIVE	O
carries	carry	VBZ	REPORT	DESCRIPTIVE	B-EVENT_MENTION
the	the	DT	REPORT	DESCRIPTIVE	O
bread	bread	NN	REPORT	DESCRIPTIVE	O
on	on	IN	REPORT	DESCRIPTIVE	O
her	she	PRP$	REPORT	DESCRIPTIVE	O
arm	arm	NN	REPORT	DESCRIPTIVE	O
just	just	RB	REPORT	DESCRIPTIVE	O
as	as	IN	REPORT	DESCRIPTIVE	O
the	the	DT	REPORT	DESCRIPTIVE	O
peasants	peasant	NNS	REPORT	DESCRIPTIVE	O
do	do	VBP	REPORT	DESCRIPTIVE	B-EVENT_MENTION
in	in	IN	REPORT	DESCRIPTIVE	O
Spain	Spain	NNP	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
in	in	IN	REPORT	DESCRIPTIVE	O
all	all	DT	REPORT	DESCRIPTIVE	O
these	these	DT	REPORT	DESCRIPTIVE	O
southern	southern	JJ	REPORT	DESCRIPTIVE	O
countries	country	NNS	REPORT	DESCRIPTIVE	O
.	.	.	REPORT	DESCRIPTIVE	O

I	I	PRP	REPORT	ARGUMENTATIVE	O
wish	wish	VBP	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
we	we	PRP	REPORT	ARGUMENTATIVE	O
could	could	MD	REPORT	ARGUMENTATIVE	O
find	find	VB	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
the	the	DT	REPORT	ARGUMENTATIVE	O
story	story	NN	REPORT	ARGUMENTATIVE	O
somewhere	somewhere	RB	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
the	the	DT	REPORT	ARGUMENTATIVE	O
lady	lady	NN	REPORT	ARGUMENTATIVE	O
's	's	POS	REPORT	ARGUMENTATIVE	O
name	name	NN	REPORT	ARGUMENTATIVE	O
.	.	.	REPORT	ARGUMENTATIVE	O

This	this	DT	REPORT	ARGUMENTATIVE	O
statue	statue	NN	REPORT	ARGUMENTATIVE	O
may	may	MD	REPORT	ARGUMENTATIVE	O
have	have	VB	REPORT	ARGUMENTATIVE	O
been	be	VBN	REPORT	ARGUMENTATIVE	O
erected	erect	VBN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
by	by	IN	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
grateful	grateful	JJ	REPORT	ARGUMENTATIVE	O
people	people	NNS	REPORT	ARGUMENTATIVE	O
in	in	IN	REPORT	ARGUMENTATIVE	O
recognition	recognition	NN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
of	of	IN	REPORT	ARGUMENTATIVE	O
her	she	PRP$	REPORT	ARGUMENTATIVE	O
generous	generous	JJ	REPORT	ARGUMENTATIVE	O
aid	aid	NN	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
.	.	.	REPORT	ARGUMENTATIVE	O
"	''	''	REPORT	ARGUMENTATIVE	O
"	''	''	REPORT	ARGUMENTATIVE	O

She	she	PRP	REPORT	ARGUMENTATIVE	O
certainly	certainly	RB	REPORT	ARGUMENTATIVE	O
has	have	VBZ	REPORT	ARGUMENTATIVE	B-EVENT_MENTION
the	the	DT	REPORT	ARGUMENTATIVE	O
face	face	NN	REPORT	ARGUMENTATIVE	O
and	and	CC	REPORT	ARGUMENTATIVE	O
bearing	bearing	NN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
peasant	peasant	NN	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
rather	rather	RB	REPORT	ARGUMENTATIVE	O
than	than	IN	REPORT	ARGUMENTATIVE	O
of	of	IN	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
grand	grand	JJ	REPORT	ARGUMENTATIVE	O
lady	lady	NN	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
"	''	''	REPORT	ARGUMENTATIVE	O
said	say	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
Bertha	Bertha	NNP	REPORT	NARRATIVE	O
.	.	.	REPORT	NARRATIVE	O

Just	just	RB	REPORT	NARRATIVE	O
then	then	RB	REPORT	NARRATIVE	O
we	we	PRP	REPORT	NARRATIVE	O
heard	hear	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
a	a	DT	REPORT	NARRATIVE	O
low	low	JJ	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
infectious	infectious	JJ	REPORT	NARRATIVE	O
laugh	laugh	NN	REPORT	NARRATIVE	B-EVENT_MENTION
behind	behind	IN	REPORT	NARRATIVE	O
us	we	PRP	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
and	and	CC	REPORT	NARRATIVE	O
turned	turn	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
to	to	TO	REPORT	NARRATIVE	O
find	find	VB	REPORT	NARRATIVE	B-EVENT_MENTION
General	General	NNP	REPORT	NARRATIVE	O
W.	W.	NNP	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
one	one	CD	REPORT	NARRATIVE	O
of	of	IN	REPORT	NARRATIVE	O
our	we	PRP$	REPORT	NARRATIVE	O
ship	ship	NN	REPORT	NARRATIVE	O
's	's	POS	REPORT	NARRATIVE	O
company	company	NN	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
who	who	WP	REPORT	NARRATIVE	O
was	be	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
evidently	evidently	RB	REPORT	NARRATIVE	I-EVENT_MENTION
much	much	JJ	REPORT	NARRATIVE	I-EVENT_MENTION
amused	amuse	VBN	REPORT	NARRATIVE	I-EVENT_MENTION
by	by	IN	REPORT	NARRATIVE	O
our	we	PRP$	REPORT	NARRATIVE	O
discussion	discussion	NN	REPORT	NARRATIVE	B-EVENT_MENTION
,	,	,	REPORT	NARRATIVE	O
and	and	CC	REPORT	NARRATIVE	O
made	make	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
haste	haste	NN	REPORT	NARRATIVE	I-EVENT_MENTION
to	to	TO	REPORT	NARRATIVE	O
tear	tear	VB	REPORT	NARRATIVE	B-EVENT_MENTION
Zelphine	Zelphine	NNP	REPORT	NARRATIVE	O
's	's	POS	REPORT	NARRATIVE	O
romance	romance	NN	REPORT	NARRATIVE	O
into	into	IN	REPORT	NARRATIVE	O
shreds	shred	NNS	REPORT	NARRATIVE	O
by	by	IN	REPORT	NARRATIVE	O
explaining	explain	VBG	REPORT	NARRATIVE	B-EVENT_MENTION
that	that	DT	REPORT	NARRATIVE	O
her	she	PRP$	REPORT	NARRATIVE	O
Lady	lady	NN	REPORT	NARRATIVE	O
Bountiful	bountiful	JJ	REPORT	NARRATIVE	O
was	be	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
a	a	DT	REPORT	NARRATIVE	I-EVENT_MENTION
peasant	peasant	NN	REPORT	NARRATIVE	I-EVENT_MENTION
woman	woman	NN	REPORT	NARRATIVE	I-EVENT_MENTION
who	who	WP	REPORT	NARRATIVE	O
made	make	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
quite	quite	RB	REPORT	NARRATIVE	O
a	a	DT	REPORT	NARRATIVE	O
sum	sum	NN	REPORT	NARRATIVE	O
of	of	IN	REPORT	NARRATIVE	O
money	money	NN	REPORT	NARRATIVE	I-EVENT_MENTION
by	by	IN	REPORT	NARRATIVE	O
selling	sell	VBG	REPORT	NARRATIVE	B-EVENT_MENTION
bread	bread	NN	REPORT	NARRATIVE	O
and	and	CC	REPORT	NARRATIVE	O
nuts	nut	NNS	REPORT	NARRATIVE	O
on	on	IN	REPORT	NARRATIVE	O
the	the	DT	REPORT	NARRATIVE	O
streets	street	NNS	REPORT	NARRATIVE	O
of	of	IN	REPORT	NARRATIVE	O
Genoa	Genoa	NNP	REPORT	NARRATIVE	O
.	.	.	REPORT	NARRATIVE	O

Having	have	VBG	REPORT	NARRATIVE	B-EVENT_MENTION
an	a	DT	REPORT	NARRATIVE	I-EVENT_MENTION
ambition	ambition	NN	REPORT	NARRATIVE	I-EVENT_MENTION
to	to	TO	REPORT	NARRATIVE	O
rest	rest	VB	REPORT	NARRATIVE	B-EVENT_MENTION
with	with	IN	REPORT	NARRATIVE	O
the	the	DT	REPORT	NARRATIVE	O
rich	rich	JJ	REPORT	NARRATIVE	O
and	and	CC	REPORT	NARRATIVE	O
great	great	JJ	REPORT	NARRATIVE	O
in	in	IN	REPORT	NARRATIVE	O
the	the	DT	REPORT	NARRATIVE	O
Campo	Campo	NNP	REPORT	NARRATIVE	O
Santo	Santo	NNP	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
under	under	IN	REPORT	NARRATIVE	O
a	a	DT	REPORT	NARRATIVE	O
fine	fine	JJ	REPORT	NARRATIVE	O
monument	monument	NN	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
she	she	PRP	REPORT	NARRATIVE	O
bought	buy	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
the	the	DT	REPORT	NARRATIVE	O
right	right	NN	REPORT	NARRATIVE	O
to	to	TO	REPORT	NARRATIVE	O
be	be	VB	REPORT	NARRATIVE	O
buried	bury	VBN	REPORT	NARRATIVE	B-EVENT_MENTION
here	here	RB	REPORT	NARRATIVE	O
for	for	IN	REPORT	NARRATIVE	O
three	three	CD	REPORT	NARRATIVE	O
thousand	thousand	CD	REPORT	NARRATIVE	O
francs	franc	NNS	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
and	and	CC	REPORT	NARRATIVE	O
had	have	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
the	the	DT	REPORT	NARRATIVE	I-EVENT_MENTION
pleasure	pleasure	NN	REPORT	NARRATIVE	I-EVENT_MENTION
of	of	IN	REPORT	NARRATIVE	O
ordering	order	VBG	REPORT	NARRATIVE	B-EVENT_MENTION
her	she	PRP$	REPORT	NARRATIVE	O
own	own	JJ	REPORT	NARRATIVE	O
monument	monument	NN	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
for	for	IN	REPORT	NARRATIVE	O
which	which	WDT	REPORT	NARRATIVE	O
she	she	PRP	REPORT	NARRATIVE	O
paid	pay	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
six	six	CD	REPORT	NARRATIVE	O
thousand	thousand	CD	REPORT	NARRATIVE	O
francs	franc	NNS	REPORT	NARRATIVE	O
.	.	.	REPORT	NARRATIVE	O

Nine	nine	CD	REPORT	ARGUMENTATIVE	O
thousand	thousand	CD	REPORT	ARGUMENTATIVE	O
francs	franc	NNS	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
in	in	IN	REPORT	ARGUMENTATIVE	O
all	all	DT	REPORT	ARGUMENTATIVE	O
,	,	,	REPORT	ARGUMENTATIVE	O
for	for	IN	REPORT	ARGUMENTATIVE	O
glory	glory	NN	REPORT	ARGUMENTATIVE	O
-	-	:	REPORT	ARGUMENTATIVE	O
quite	quite	RB	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
fortune	fortune	NN	REPORT	ARGUMENTATIVE	O
for	for	IN	REPORT	ARGUMENTATIVE	O
a	a	DT	REPORT	ARGUMENTATIVE	O
peasant	peasant	NN	REPORT	ARGUMENTATIVE	O
!	!	.	REPORT	ARGUMENTATIVE	O
"	''	''	REPORT	ARGUMENTATIVE	O

The	the	DT	REPORT	DESCRIPTIVE	O
pearls	pearl	NNS	REPORT	DESCRIPTIVE	O
are	be	VBP	REPORT	DESCRIPTIVE	B-EVENT_MENTION
only	only	RB	REPORT	DESCRIPTIVE	I-EVENT_MENTION
nuts	nut	NNS	REPORT	DESCRIPTIVE	I-EVENT_MENTION
,	,	,	REPORT	DESCRIPTIVE	O
after	after	IN	REPORT	DESCRIPTIVE	O
all	all	DT	REPORT	DESCRIPTIVE	O
!	!	.	REPORT	DESCRIPTIVE	O
"	''	''	REPORT	DESCRIPTIVE	O

exclaimed	exclaim	VBN	REPORT	NARRATIVE	B-EVENT_MENTION
Zelphine	Zelphine	NNP	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
"	''	''	REPORT	DESCRIPTIVE	O
and	and	CC	REPORT	DESCRIPTIVE	O
----	--	:	REPORT	DESCRIPTIVE	O
"	''	''	REPORT	DESCRIPTIVE	O
"	''	''	REPORT	DESCRIPTIVE	O
The	the	DT	REPORT	DESCRIPTIVE	O
cake	cake	NN	REPORT	DESCRIPTIVE	O
is	be	VBZ	REPORT	DESCRIPTIVE	B-EVENT_MENTION
dough	dough	NN	REPORT	DESCRIPTIVE	I-EVENT_MENTION
,	,	,	REPORT	DESCRIPTIVE	O
"	''	''	REPORT	DESCRIPTIVE	O
said	say	VBD	REPORT	NARRATIVE	B-EVENT_MENTION
Bertha	Bertha	NNP	REPORT	NARRATIVE	O
,	,	,	REPORT	NARRATIVE	O
laughing	laugh	VBG	REPORT	NARRATIVE	B-EVENT_MENTION
;	;	:	REPORT	NARRATIVE	O
